#Calibration Data taken by Riley Pratt in August 2015.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.154,0.0905,0.0658,0.0519,0.0428,0.0369,0.0321,0.0141,0.00661,0.00431,0.00318,0.00251,0.00208,0.00176,0.00153,0.00135,0.00121,0.000991,0.000835,0.00072,0.000631,0.00056,0.000501,0.000452,0.000411,0.000376,0.000346,0.000319,0.000296,0.000275,0.000256,0.000239,0.000224,0.00021,0.000198,0.000186,0.000175,0.000152,0.000133,0.000116,0.000102,0.0000904,0.0000795,0.0000704,0.0000621,0.0000545,0.0000479
-0.02,-0.025,-0.03,-0.035,-0.04,-0.045,-0.05,-0.1,-0.2,-0.3,-0.4,-0.5,-0.6,-0.7,-0.8,-0.9,-1,-1.2,-1.4,-1.6,-1.8,-2,-2.2,-2.4,-2.6,-2.8,-3,-3.2,-3.4,-3.6,-3.8,-4,-4.2,-4.4,-4.6,-4.8,-5,-5.5,-6,-6.5,-7,-7.5,-8,-8.5,-9,-9.5,-10
